category,category_href,subcat,subcat_href,name,stars,price,star_rating,review_raw,review_count,price_num
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Video Editing,https://www.fiverr.com/categories/video-animation/video-editing?source=gallery-listing,I will do professional video editing and cool motion graphics,5.0(5),Starting at€151.09,5.0,5,5.0,151.09
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Influencer Marketing,https://www.fiverr.com/categories/online-marketing/influencer-marketing?source=gallery-listing,I will give shoutout promotion on my 600k instagram page,4.7(27),Starting at€88.88,4.7,27,27.0,88.88
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Spiritual & Healing,https://www.fiverr.com/categories/lifestyle/spiritual-healing?source=gallery-listing,I will create an exclusive yoga and meditation ebook,5.0(2),Starting at€31.11,5.0,2,2.0,31.11
Business,https://www.fiverr.com/categories/business?source=category_tree,Market Research,https://www.fiverr.com/categories/business/market-research-reports?source=gallery-listing,I will conduct competitor analysis and swot analysis,4.6(10),Starting at€26.66,4.6,10,10.0,26.66
Business,https://www.fiverr.com/categories/business?source=category_tree,Virtual Assistant,https://www.fiverr.com/categories/business/virtual-assistant-services?source=gallery-listing,I will be your virtual assistant for builderall,5.0(4),Starting at€17.78,5.0,4,4.0,17.78
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Data Analysis & Reports,https://www.fiverr.com/categories/programming-tech/data-analysis-services?source=gallery-listing,I will build your machine learning projects,4.9(6),Starting at€22.22,4.9,6,6.0,22.22
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Product Photography,https://www.fiverr.com/categories/video-animation/product-photography?source=gallery-listing,I will provide the best product photography on fiverr UK only,5.0(6),Starting at€13.33,5.0,6,6.0,13.33
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Mobile Marketing & Advertising,https://www.fiverr.com/categories/online-marketing/mobile-advertising?source=gallery-listing,"I will do high install app campaign with google ads, lifetime lesson",5.0(8),Starting at€13.33,5.0,8,8.0,13.33
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Traveling,https://www.fiverr.com/categories/lifestyle/traveling?source=gallery-listing,I will do anything you want me to do in germany,5.0(12),Starting at€8.89,5.0,12,12.0,8.89
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Viral Videos,https://www.fiverr.com/categories/lifestyle/viral-videos?source=gallery-listing,I will make funny and crazy videos,4.9(8),Starting at€8.89,4.9,8,8.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Real Estate Promos,https://www.fiverr.com/categories/video-animation/real-estate-promos?source=gallery-listing,I will create real estate agency promo video,4.9(36),Starting at€31.11,4.9,36,36.0,31.11
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Mixing & Mastering,https://www.fiverr.com/categories/music-audio/mixing-mastering?source=gallery-listing,I will professionally mix and master your song,5.0(126),Starting at€26.66,5.0,126,126.0,26.66
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Website Builders & CMS,https://www.fiverr.com/categories/programming-tech/web-cms-services?source=gallery-listing,"I will migrate, customize and develop drupal website",5.0(5),Starting at€44.44,5.0,5,5.0,44.44
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Screencasting Videos,https://www.fiverr.com/categories/video-animation/screencasting-videos?source=gallery-listing,"I will create a video tutorial for your website,app or software",4.9(19),Starting at€88.88,4.9,19,19.0,88.88
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Music Promotion,https://www.fiverr.com/categories/online-marketing/music-promotion?source=gallery-listing,I will write a blog post of your music,4.8(42),Starting at€13.33,4.8,42,42.0,13.33
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Product Descriptions,https://www.fiverr.com/categories/writing-translation/product-description?source=gallery-listing,I will write tantalizing SEO product descriptions,5.0(3),Starting at€13.33,5.0,3,3.0,13.33
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Development for StreamersNew,https://www.fiverr.com/categories/programming-tech/development-for-streamers?source=gallery-listing,I will setup or troubleshoot streamlabs obs with you,5.0(9),Starting at€39.99,5.0,9,9.0,39.99
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Case Studies,https://www.fiverr.com/categories/writing-translation/case-study-writing?source=gallery-listing,I will do information security cyber security  digital forensics tasks,5.0(7),Starting at€13.33,5.0,7,7.0,13.33
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Fitness Lessons,https://www.fiverr.com/categories/lifestyle/fitness-lessons?source=gallery-listing,I will be your online trainer and fitness model for promo videos,4.9(49),Starting at€35.55,4.9,49,49.0,35.55
Business,https://www.fiverr.com/categories/business?source=category_tree,Project ManagementNew,https://www.fiverr.com/categories/business/project-management?source=gallery-listing,I will code a complex script of zapier zap or integromat automation,5.0(25),Starting at€26.66,5.0,25,25.0,26.66
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Jingles & Intros,https://www.fiverr.com/categories/music-audio/jingles-intros?source=gallery-listing,I will produce a radio styled intro for your podcast in spanish,5.0(10),Starting at€44.44,5.0,10,10.0,44.44
Business,https://www.fiverr.com/categories/business?source=category_tree,Business Consulting,https://www.fiverr.com/categories/business/business-tips?source=gallery-listing,I will critique your etsy shop,5.0(39),Starting at€13.33,5.0,39,39.0,13.33
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Real Estate Promos,https://www.fiverr.com/categories/video-animation/real-estate-promos?source=gallery-listing,I will make real estate videos every realtor needs,4.9(22),Starting at€53.33,4.9,22,22.0,53.33
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Data Analysis & Reports,https://www.fiverr.com/categories/programming-tech/data-analysis-services?source=gallery-listing,I will do social statistics in spss,5.0(58),Starting at€35.55,5.0,58,58.0,35.55
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Book Trailers,https://www.fiverr.com/categories/video-animation/book-trailers?source=gallery-listing,I will create cinematic book trailers,5.0(3),Starting at€35.55,5.0,3,3.0,35.55
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Business Names & Slogans,https://www.fiverr.com/categories/writing-translation/business-names-and-slogans?source=gallery-listing,"I will think of 5 original name ideas for your business, brand or service",5.0(7),Starting at€13.33,5.0,7,7.0,13.33
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Book Trailers,https://www.fiverr.com/categories/video-animation/book-trailers?source=gallery-listing,I will create cinematic and dramatic book trailer video,4.9(49),Starting at€17.78,4.9,49,49.0,17.78
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Unboxing VideosNew,https://www.fiverr.com/categories/video-animation/unboxing-videos?source=gallery-listing,I will create a clean unboxing video,nan,Starting at€71.10,5.0,1,17.0,71.1
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Family & Genealogy,https://www.fiverr.com/categories/lifestyle/family-genealogy?source=gallery-listing,I will research your ancestry and help you build a family tree,5.0(1),Starting at€8.89,5.0,1,1.0,8.89
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Viral Videos,https://www.fiverr.com/categories/lifestyle/viral-videos?source=gallery-listing,I will produce a tiktok dance to your song and promote,4.3(6),Starting at€8.89,4.3,6,6.0,8.89
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Grant Writing,https://www.fiverr.com/categories/writing-translation/grant-writing-services?source=gallery-listing,I will write a grant proposal for your nonprofit,5.0(1),Starting at€133.32,5.0,1,1.0,133.32
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Voice Over,https://www.fiverr.com/categories/music-audio/voice-overs?source=gallery-listing,I will add a professional voiceover to your powerpoint presentation,5.0(6),Starting at€8.89,5.0,6,6.0,8.89
Business,https://www.fiverr.com/categories/business?source=category_tree,Business Plans,https://www.fiverr.com/categories/business/business-plans?source=gallery-listing,"I will write a business plan for startups, investor, nonprofit business plan",4.7(29),Starting at€8.89,4.7,29,29.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Product Photography,https://www.fiverr.com/categories/video-animation/product-photography?source=gallery-listing,I will do amazon product  photography in china,4.9(132),Starting at€13.33,4.9,132,132.0,13.33
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Cooking Lessons,https://www.fiverr.com/categories/lifestyle/cooking-lessons?source=gallery-listing,I will like to make for you cooking videos and tips,5.0(3),Starting at€13.33,5.0,3,3.0,13.33
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Character Animation,https://www.fiverr.com/categories/video-animation/animated-characters-modeling?source=gallery-listing,I will create high quality 3d animation,5.0(55),Starting at€57.77,5.0,55,55.0,57.77
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Product Photography,https://www.fiverr.com/categories/video-animation/product-photography?source=gallery-listing,I will photograph high quality product photos,5.0(15),Starting at€26.66,5.0,15,15.0,26.66
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Cover Letters,https://www.fiverr.com/categories/writing-translation/cover-letter-services?source=gallery-listing,I will write your german cover letter and CV,5.0(36),Starting at€35.55,5.0,36,36.0,35.55
Business,https://www.fiverr.com/categories/business?source=category_tree,Financial ConsultingNew,https://www.fiverr.com/categories/business/financial-consulting-services?source=gallery-listing,I will do financial statements and financial analysis,5.0(40),Starting at€26.66,5.0,40,40.0,26.66
